val_loss,step,epoch,train_loss,train_acc
0.6170591711997986,317,0,,
,317,0,0.8023493885993958,0.6150442361831665
0.5647398233413696,635,1,,
,635,1,0.6887449622154236,0.6352015733718872
0.604102373123169,953,2,,
,953,2,0.6661022305488586,0.6496558785438538
