train_loss_step,train_acc_step,epoch,step,val_acc_epoch,val_loss,val_f1_macro,train_loss_epoch,train_acc_epoch
,,9,3179,0.6530973315238953,1.7304080724716187,0.5359894633293152,,
,,9,3179,,,,0.6826360821723938,0.8519173860549927
0.5344627499580383,0.90625,10,3199,,,,,
0.6338580846786499,0.84375,10,3249,,,,,
0.7397275567054749,0.78125,10,3299,,,,,
0.5927283763885498,0.8125,10,3349,,,,,
0.7352048754692078,0.84375,10,3399,,,,,
0.7923862934112549,0.78125,10,3449,,,,,
,,10,3497,0.7469026446342468,1.6064189672470093,0.5609492063522339,,
,,10,3497,,,,0.6683589220046997,0.8552605509757996
0.4797171950340271,0.9375,11,3499,,,,,
0.683134913444519,0.9375,11,3549,,,,,
0.540651261806488,0.8125,11,3599,,,,,
0.6736602783203125,0.8125,11,3649,,,,,
0.951244592666626,0.84375,11,3699,,,,,
0.6232099533081055,0.9375,11,3749,,,,,
1.0736818313598633,0.71875,11,3799,,,,,
,,11,3815,0.7168141603469849,1.6749908924102783,0.5420056581497192,,
,,11,3815,,,,0.6626129150390625,0.8607669472694397
0.7462981939315796,0.90625,12,3849,,,,,
0.6604918837547302,0.8125,12,3899,,,,,
0.7128616571426392,0.84375,12,3949,,,,,
0.7746781706809998,0.8125,12,3999,,,,,
0.6767969131469727,0.90625,12,4049,,,,,
0.5061319470405579,0.9375,12,4099,,,,,
,,12,4133,0.7628318667411804,1.652100920677185,0.558024525642395,,
,,12,4133,,,,0.6731454730033875,0.8635201454162598
0.7138486504554749,0.8125,13,4149,,,,,
0.7012706995010376,0.9375,13,4199,,,,,
0.5916106104850769,0.90625,13,4249,,,,,
0.4942839741706848,0.96875,13,4299,,,,,
0.5258690118789673,0.875,13,4349,,,,,
0.7089545130729675,0.84375,13,4399,,,,,
0.6490509510040283,0.9375,13,4449,,,,,
,,13,4451,0.7654867172241211,1.5961626768112183,0.5604252815246582,,
,,13,4451,,,,0.6461806297302246,0.8769911527633667
0.7747009992599487,0.90625,14,4499,,,,,
0.5908225178718567,0.90625,14,4549,,,,,
0.8592516183853149,0.78125,14,4599,,,,,
0.9700524806976318,0.78125,14,4649,,,,,
0.6381087303161621,0.84375,14,4699,,,,,
0.8481621742248535,0.875,14,4749,,,,,
,,14,4769,0.7088495492935181,1.6900113821029663,0.5389503240585327,,
,,14,4769,,,,0.666851818561554,0.8709931373596191
0.48100149631500244,0.96875,15,4799,,,,,
0.5647213459014893,0.96875,15,4849,,,,,
0.5553566813468933,0.84375,15,4899,,,,,
0.905332088470459,0.9375,15,4949,,,,,
0.5734788775444031,0.875,15,4999,,,,,
0.6352963447570801,0.9375,15,5049,,,,,
,,15,5087,0.7539823055267334,1.6017378568649292,0.5712416172027588,,
,,15,5087,,,,0.6491461396217346,0.8826941847801208
0.6290833950042725,0.90625,16,5099,,,,,
0.7330116629600525,0.90625,16,5149,,,,,
0.6802769899368286,0.78125,16,5199,,,,,
0.5514593720436096,0.875,16,5249,,,,,
0.6502627730369568,0.875,16,5299,,,,,
0.9606962203979492,0.84375,16,5349,,,,,
0.4882836937904358,0.9375,16,5399,,,,,
,,16,5405,0.7070796489715576,1.6706806421279907,0.5432325601577759,,
,,16,5405,,,,0.6517634987831116,0.8744345903396606
0.5496537685394287,0.875,17,5449,,,,,
0.6171876192092896,0.875,17,5499,,,,,
0.618920087814331,0.90625,17,5549,,,,,
0.55665522813797,0.96875,17,5599,,,,,
0.48998045921325684,0.84375,17,5649,,,,,
0.6578812003135681,0.90625,17,5699,,,,,
,,17,5723,0.7884956002235413,1.6150038242340088,0.5680312514305115,,
,,17,5723,,,,0.6543393135070801,0.8824975490570068
0.5015268325805664,0.96875,18,5749,,,,,
0.5429476499557495,0.78125,18,5799,,,,,
0.5975650548934937,0.96875,18,5849,,,,,
0.4419410824775696,0.9375,18,5899,,,,,
0.5949316024780273,0.875,18,5949,,,,,
0.4883130192756653,0.875,18,5999,,,,,
,,18,6041,0.7353982329368591,1.6450934410095215,0.5501108169555664,,
,,18,6041,,,,0.6313640475273132,0.8858407139778137
0.5798649191856384,0.9375,19,6049,,,,,
0.7206218242645264,0.84375,19,6099,,,,,
0.4395480751991272,0.90625,19,6149,,,,,
0.5416318774223328,0.90625,19,6199,,,,,
0.6486449837684631,0.90625,19,6249,,,,,
0.768035888671875,0.875,19,6299,,,,,
0.6916649341583252,0.75,19,6349,,,,,
,,19,6359,0.7601770162582397,1.6091471910476685,0.5601346492767334,,
,,19,6359,,,,0.6594465374946594,0.8852507472038269
0.5189343690872192,0.9375,20,6399,,,,,
0.6840422749519348,0.90625,20,6449,,,,,
0.6839070320129395,0.9375,20,6499,,,,,
0.5086380839347839,0.75,20,6549,,,,,
0.653821587562561,0.9375,20,6599,,,,,
0.5219211578369141,0.90625,20,6649,,,,,
,,20,6677,0.7920354008674622,1.6075141429901123,0.580622136592865,,
,,20,6677,,,,0.626896321773529,0.8964601755142212
0.5472198128700256,1.0,21,6699,,,,,
0.771503210067749,0.875,21,6749,,,,,
0.724520206451416,0.875,21,6799,,,,,
0.7028759717941284,0.84375,21,6849,,,,,
0.6536920666694641,0.9375,21,6899,,,,,
0.6512095928192139,0.9375,21,6949,,,,,
,,21,6995,0.7646017670631409,1.5866433382034302,0.5641528367996216,,
,,21,6995,,,,0.6283364295959473,0.9011799693107605
0.6960968375205994,0.84375,22,6999,,,,,
0.6012054681777954,0.875,22,7049,,,,,
0.6533617377281189,0.84375,22,7099,,,,,
0.7290831208229065,0.90625,22,7149,,,,,
0.4654555916786194,0.9375,22,7199,,,,,
0.6172854900360107,0.90625,22,7249,,,,,
0.5604001879692078,0.9375,22,7299,,,,,
,,22,7313,0.7407079935073853,1.6177880764007568,0.5588063597679138,,
,,22,7313,,,,0.627538800239563,0.8987217545509338
0.5816936492919922,0.875,23,7349,,,,,
0.7577633261680603,0.9375,23,7399,,,,,
0.5312723517417908,0.96875,23,7449,,,,,
0.8768531084060669,0.84375,23,7499,,,,,
0.6645212173461914,0.90625,23,7549,,,,,
0.8878046870231628,0.84375,23,7599,,,,,
,,23,7631,0.8035398125648499,1.5855730772018433,0.5836975574493408,,
,,23,7631,,,,0.6294758915901184,0.9014749526977539
0.7071916460990906,0.875,24,7649,,,,,
0.44825130701065063,0.9375,24,7699,,,,,
0.697858452796936,0.90625,24,7749,,,,,
0.8149865865707397,0.75,24,7799,,,,,
0.6061277389526367,1.0,24,7849,,,,,
0.6260324716567993,0.78125,24,7899,,,,,
0.6848717927932739,0.9230769276618958,24,7949,,,,,
,,24,7949,0.7982301115989685,1.5476597547531128,0.5880964994430542,,
,,24,7949,,,,0.6205068230628967,0.9000983238220215
0.6419023275375366,0.875,25,7999,,,,,
0.8307332396507263,0.90625,25,8049,,,,,
0.42261815071105957,0.90625,25,8099,,,,,
0.6898891925811768,0.875,25,8149,,,,,
0.7718085646629333,0.875,25,8199,,,,,
