val_acc,val_f1_LC Right,val_f1_LC Left,val_f1_Right Turn,epoch,val_f1_U-Turn,val_f1_Stationary,step,val_f1_Straight,val_f1_Left Turn
0.569026529788971,0.1682243049144745,0.1434977650642395,0.8133333325386047,0,0.0,0.886904776096344,317,0.6028789281845093,0.5548387169837952
