epoch,val_f1_Stationary,val_f1_Right Turn,val_f1_Straight,val_f1_LC Right,val_f1_LC Left,val_loss,val_f1_U-Turn,val_f1_Left Turn,step,train_loss,train_acc
29,0.8929663896560669,0.7904191613197327,0.7814569473266602,0.2568807303905487,0.19393938779830933,0.5038493275642395,0.0,0.6774193644523621,9539,,
29,,,,,,,,,9539,0.3736412823200226,0.7065880298614502
30,0.9046154022216797,0.7857142686843872,0.7668161392211914,0.25,0.19161677360534668,0.5098162293434143,0.0,0.6666666865348816,9857,,
30,,,,,,,,,9857,0.36445140838623047,0.7083579301834106
31,0.9018405079841614,0.7857142686843872,0.7394958138465881,0.23529411852359772,0.17616580426692963,0.5098764896392822,0.0,0.688524603843689,10175,,
31,,,,,,,,,10175,0.3666163384914398,0.714749276638031
32,0.9018405079841614,0.7857142686843872,0.7669396996498108,0.22972972691059113,0.21917808055877686,0.5003337860107422,0.0,0.6666666865348816,10493,,
32,,,,,,,,,10493,0.36868593096733093,0.7076696157455444
33,0.9006211161613464,0.7810651063919067,0.7742413282394409,0.2641509473323822,0.18285714089870453,0.5217950940132141,0.0,0.6666666865348816,10811,,
33,,,,,,,,,10811,0.35523226857185364,0.7114061117172241
34,0.8978328108787537,0.7810651063919067,0.7832475900650024,0.27272728085517883,0.19393938779830933,0.5173475742340088,0.0,0.6829268336296082,11129,,
34,,,,,,,,,11129,0.35813087224960327,0.7235004901885986
35,0.9012345671653748,0.7764706015586853,0.7537764310836792,0.2542372941970825,0.19148936867713928,0.5192235112190247,0.0,0.6614173054695129,11447,,
35,,,,,,,,,11447,0.34943681955337524,0.7129793763160706
36,0.8929663896560669,0.800000011920929,0.7646176815032959,0.25600001215934753,0.18934911489486694,0.5148870944976807,0.0,0.6315789222717285,11765,,
36,,,,,,,,,11765,0.34844720363616943,0.7158308625221252
37,0.892307698726654,0.7857142686843872,0.752460241317749,0.2711864411830902,0.1855670064687729,0.5236005783081055,0.0,0.6774193644523621,12083,,
37,,,,,,,,,12083,0.3439263701438904,0.7146509289741516
38,0.9012345671653748,0.7692307829856873,0.7625468373298645,0.23880596458911896,0.19512194395065308,0.5098667144775391,0.0,0.65625,12401,,
38,,,,,,,,,12401,0.3451528251171112,0.719763994216919
39,0.892307698726654,0.7857142686843872,0.7790095806121826,0.28070175647735596,0.18518517911434174,0.5262420773506165,0.0,0.6363636255264282,12719,,
39,,,,,,,,,12719,0.33463749289512634,0.7165191769599915
